"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","ScanAngleRank","UserData","PointSourceId","GpsTime","Red","Green","Blue"
636790.390,851026.940,432.120,83.000,1.000,1.000,0.000,0.000,1.000,3.000,122.000,7329.000,247182.095,162.000,114.000,145.000
636682.050,850505.510,435.990,111.000,1.000,1.000,1.000,0.000,1.000,-6.000,124.000,7329.000,247182.335,132.000,92.000,124.000
636903.250,851163.350,427.170,178.000,1.000,1.000,1.000,0.000,1.000,9.000,124.000,7329.000,247182.568,160.000,110.000,136.000
636977.620,851292.360,417.910,62.000,1.000,1.000,1.000,0.000,1.000,13.000,124.000,7329.000,247182.799,178.000,130.000,160.000
636946.520,851037.400,426.310,136.000,1.000,1.000,0.000,0.000,1.000,8.000,122.000,7329.000,247183.034,110.000,89.000,110.000
636963.520,850956.660,427.130,158.000,1.000,1.000,0.000,0.000,2.000,6.000,124.000,7329.000,247183.264,177.000,139.000,163.000
637004.690,850980.970,425.950,131.000,1.000,1.000,0.000,0.000,2.000,6.000,124.000,7329.000,247183.474,166.000,117.000,146.000
636953.480,850659.710,486.840,25.000,1.000,2.000,1.000,0.000,1.000,0.000,124.000,7329.000,247183.696,87.000,92.000,102.000
637025.260,850829.230,424.250,35.000,1.000,1.000,1.000,0.000,1.000,5.000,124.000,7329.000,247183.908,142.000,118.000,130.000
637086.450,850962.170,424.340,111.000,1.000,1.000,1.000,0.000,2.000,9.000,122.000,7329.000,247184.138,187.000,133.000,163.000
637144.980,851045.140,422.180,124.000,1.000,1.000,0.000,0.000,2.000,11.000,124.000,7329.000,247184.375,165.000,120.000,147.000
637160.010,850885.400,420.960,174.000,1.000,1.000,1.000,0.000,2.000,5.000,125.000,7329.000,247184.636,180.000,126.000,158.000
637181.430,850593.900,454.430,21.000,1.000,2.000,0.000,0.000,1.000,-2.000,126.000,7329.000,247185.047,106.000,104.000,123.000
637222.700,851574.180,452.000,111.000,1.000,1.000,0.000,0.000,1.000,-4.000,130.000,7330.000,247565.699,232.000,216.000,227.000
637127.030,851791.800,475.520,128.000,1.000,1.000,0.000,0.000,1.000,-11.000,122.000,7330.000,247565.988,78.000,88.000,87.000
637084.350,851827.890,478.020,143.000,1.000,1.000,0.000,0.000,1.000,-12.000,124.000,7330.000,247566.218,185.000,168.000,186.000
637029.590,851929.990,484.480,149.000,1.000,1.000,1.000,0.000,1.000,-14.000,126.000,7330.000,247566.452,64.000,77.000,75.000
637081.360,851503.640,425.520,28.000,1.000,1.000,0.000,0.000,2.000,-4.000,126.000,7330.000,247566.638,151.000,132.000,142.000
637157.120,850968.010,422.900,168.000,1.000,1.000,0.000,0.000,1.000,7.000,122.000,7330.000,247566.789,169.000,128.000,148.000
637060.630,851346.750,424.310,40.000,1.000,1.000,0.000,0.000,2.000,0.000,124.000,7330.000,247566.924,162.000,134.000,156.000
637005.480,851489.340,425.460,98.000,1.000,1.000,0.000,0.000,2.000,-3.000,124.000,7330.000,247567.059,229.000,219.000,227.000
636945.800,851660.930,423.330,48.000,1.000,1.000,0.000,0.000,2.000,-7.000,124.000,7330.000,247567.194,185.000,164.000,177.000
636976.480,851339.300,423.330,90.000,1.000,1.000,1.000,0.000,1.000,-1.000,128.000,7330.000,247567.336,207.000,173.000,201.000
637035.170,850877.950,424.610,85.000,1.000,1.000,0.000,0.000,1.000,7.000,124.000,7330.000,247567.478,159.000,116.000,140.000
636827.130,851880.710,470.640,12.000,1.000,1.000,0.000,0.000,1.000,-13.000,124.000,7330.000,247567.617,152.000,149.000,154.000
636983.690,850903.710,425.260,110.000,1.000,1.000,1.000,0.000,1.000,6.000,122.000,7330.000,247567.759,144.000,114.000,142.000
636854.950,851481.860,422.380,20.000,1.000,1.000,0.000,0.000,2.000,-6.000,122.000,7330.000,247567.902,152.000,128.000,146.000
636820.730,851539.930,426.310,89.000,1.000,1.000,1.000,0.000,1.000,-8.000,126.000,7330.000,247568.044,165.000,142.000,156.000
636916.670,850896.880,428.440,105.000,1.000,1.000,1.000,0.000,2.000,4.000,122.000,7330.000,247568.181,136.000,112.000,137.000
636925.330,850724.930,454.000,1.000,2.000,3.000,1.000,0.000,1.000,8.000,122.000,7330.000,247568.316,70.000,74.000,83.000
636818.540,851177.490,436.840,1.000,1.000,2.000,1.000,0.000,1.000,0.000,124.000,7330.000,247568.448,106.000,98.000,122.000
636704.360,851662.890,448.100,45.000,1.000,1.000,1.000,0.000,1.000,-10.000,122.000,7330.000,247568.580,249.000,239.000,249.000
636865.390,850683.170,435.300,150.000,1.000,1.000,0.000,0.000,1.000,11.000,124.000,7330.000,247568.721,66.000,74.000,72.000
636718.240,851319.650,419.620,104.000,1.000,1.000,0.000,0.000,2.000,0.000,124.000,7330.000,247568.859,144.000,110.000,130.000
636574.280,851905.910,490.750,10.000,1.000,1.000,0.000,0.000,1.000,-12.000,124.000,7330.000,247568.996,128.000,130.000,136.000
636619.360,851498.230,417.490,38.000,1.000,1.000,1.000,0.000,1.000,-4.000,126.000,7330.000,247569.136,173.000,148.000,165.000
636645.470,851187.110,411.840,33.000,1.000,1.000,1.000,0.000,1.000,2.000,126.000,7330.000,247569.272,180.000,142.000,164.000
636541.770,851553.770,416.630,18.000,1.000,1.000,1.000,0.000,2.000,-6.000,124.000,7330.000,247569.404,191.000,168.000,183.000
636525.890,851476.770,418.140,169.000,1.000,1.000,1.000,0.000,2.000,-5.000,124.000,7330.000,247569.539,69.000,81.000,74.000
636600.130,850968.570,431.990,30.000,1.000,1.000,0.000,0.000,1.000,5.000,126.000,7330.000,247569.662,136.000,117.000,140.000
636383.460,851937.530,414.700,68.000,1.000,1.000,1.000,0.000,2.000,-14.000,124.000,7330.000,247569.785,64.000,76.000,75.000
636581.360,850849.930,433.790,102.000,1.000,1.000,0.000,0.000,1.000,8.000,124.000,7330.000,247569.910,152.000,112.000,143.000
636417.950,851573.560,417.750,144.000,1.000,1.000,1.000,0.000,2.000,-6.000,124.000,7330.000,247570.036,138.000,108.000,146.000
636393.010,851613.850,416.960,59.000,1.000,1.000,0.000,0.000,1.000,-7.000,124.000,7330.000,247570.163,177.000,149.000,173.000
636498.000,851015.490,423.260,83.000,2.000,2.000,0.000,0.000,1.000,5.000,124.000,7330.000,247570.294,74.000,84.000,89.000
636508.920,850866.800,450.790,19.000,1.000,2.000,0.000,0.000,1.000,9.000,124.000,7330.000,247570.428,107.000,104.000,118.000
636492.420,850844.950,432.350,5.000,2.000,2.000,1.000,0.000,2.000,10.000,126.000,7330.000,247570.557,155.000,134.000,150.000
636375.100,851304.630,426.940,41.000,1.000,1.000,1.000,0.000,1.000,0.000,126.000,7330.000,247570.689,150.000,120.000,150.000
636257.740,851771.650,415.680,41.000,1.000,1.000,1.000,0.000,2.000,-8.000,126.000,7330.000,247570.821,164.000,134.000,154.000
636235.240,851759.020,415.550,60.000,1.000,1.000,0.000,0.000,1.000,-7.000,126.000,7330.000,247570.949,154.000,131.000,154.000
636278.970,851393.180,419.230,86.000,1.000,1.000,0.000,0.000,1.000,1.000,124.000,7330.000,247571.081,162.000,122.000,158.000
636292.360,851176.380,417.260,143.000,1.000,1.000,0.000,0.000,1.000,6.000,125.000,7330.000,247571.215,189.000,136.000,166.000
636332.220,850812.270,445.670,69.000,1.000,1.000,0.000,0.000,1.000,14.000,124.000,7330.000,247571.347,112.000,108.000,135.000
636316.830,850755.280,427.850,135.000,1.000,1.000,1.000,0.000,1.000,15.000,124.000,7330.000,247571.477,148.000,114.000,144.000
636134.880,851635.100,416.830,36.000,1.000,1.000,1.000,0.000,1.000,-3.000,124.000,7330.000,247571.607,162.000,136.000,160.000
636063.520,851913.810,416.040,209.000,1.000,1.000,0.000,0.000,1.000,-9.000,123.000,7330.000,247571.735,177.000,150.000,172.000
636134.250,851371.980,420.410,160.000,1.000,1.000,0.000,0.000,2.000,0.000,126.000,7330.000,247571.867,141.000,112.000,144.000
636172.280,851004.860,440.450,82.000,1.000,1.000,0.000,0.000,1.000,7.000,126.000,7330.000,247571.999,64.000,76.000,75.000
636190.420,850745.870,424.440,199.000,1.000,1.000,1.000,0.000,1.000,12.000,126.000,7330.000,247572.128,137.000,107.000,140.000
635983.760,851795.830,416.400,51.000,1.000,1.000,1.000,0.000,1.000,-9.000,126.000,7330.000,247572.257,126.000,105.000,116.000
635945.110,851850.590,416.540,139.000,1.000,1.000,1.000,0.000,1.000,-9.000,128.000,7330.000,247572.391,106.000,100.000,120.000
636109.220,850720.700,423.000,100.000,1.000,1.000,1.000,0.000,1.000,14.000,124.000,7330.000,247572.512,191.000,139.000,174.000
636036.020,850999.080,423.060,164.000,1.000,1.000,1.000,0.000,1.000,8.000,126.000,7330.000,247572.644,136.000,112.000,139.000
636049.640,850756.230,423.560,154.000,1.000,1.000,1.000,0.000,1.000,13.000,124.000,7330.000,247572.780,84.000,80.000,84.000
635981.460,851021.880,460.930,15.000,2.000,3.000,1.000,0.000,1.000,8.000,126.000,7330.000,247572.912,108.000,108.000,124.000
635856.890,851622.900,415.320,146.000,1.000,1.000,1.000,0.000,1.000,-3.000,125.000,7330.000,247573.044,162.000,111.000,146.000
635978.150,850779.100,424.440,129.000,1.000,1.000,0.000,0.000,1.000,13.000,124.000,7330.000,247573.167,148.000,102.000,136.000
635807.280,851648.230,416.700,154.000,1.000,1.000,1.000,0.000,2.000,-4.000,124.000,7330.000,247573.293,154.000,117.000,151.000
635948.590,850720.470,424.900,132.000,1.000,1.000,1.000,0.000,1.000,15.000,124.000,7330.000,247573.412,187.000,130.000,170.000
635772.870,851581.360,412.660,139.000,1.000,1.000,1.000,0.000,2.000,-3.000,124.000,7330.000,247573.523,165.000,130.000,155.000
635717.850,851746.460,418.860,11.000,3.000,3.000,0.000,0.000,2.000,-7.000,124.000,7330.000,247573.631,72.000,82.000,86.000
635863.350,850832.870,424.150,150.000,1.000,1.000,0.000,0.000,1.000,11.000,122.000,7330.000,247573.742,164.000,119.000,150.000
635700.430,851553.770,414.860,159.000,1.000,1.000,1.000,0.000,2.000,-4.000,126.000,7330.000,247573.868,52.000,68.000,73.000
635737.170,851232.190,476.210,7.000,1.000,2.000,0.000,0.000,1.000,1.000,124.000,7330.000,247574.012,78.000,83.000,95.000
635681.070,851383.760,419.000,99.000,2.000,2.000,1.000,0.000,2.000,-3.000,130.000,7330.000,247574.175,81.000,84.000,95.000
635770.700,850811.520,423.920,201.000,1.000,1.000,1.000,0.000,1.000,7.000,126.000,7330.000,247574.350,163.000,119.000,152.000
635708.560,850801.510,423.390,143.000,1.000,1.000,0.000,0.000,1.000,8.000,124.000,7330.000,247574.642,185.000,136.000,170.000
635710.430,852537.990,420.410,13.000,1.000,1.000,1.000,0.000,1.000,10.000,124.000,7331.000,248278.029,168.000,150.000,162.000
635751.970,852431.660,420.240,95.000,1.000,1.000,1.000,0.000,1.000,6.000,122.000,7331.000,248278.430,156.000,128.000,158.000
635720.370,852154.300,415.910,24.000,3.000,3.000,1.000,0.000,2.000,0.000,126.000,7331.000,248278.659,119.000,108.000,135.000
635818.340,852439.470,415.680,112.000,1.000,1.000,1.000,0.000,2.000,6.000,122.000,7331.000,248278.852,152.000,122.000,144.000
635834.320,852403.050,416.110,145.000,1.000,1.000,0.000,0.000,1.000,6.000,124.000,7331.000,248279.030,93.000,91.000,120.000
635717.590,851813.980,417.130,133.000,1.000,1.000,0.000,0.000,1.000,-5.000,124.000,7331.000,248279.186,76.000,81.000,90.000
635885.960,852430.910,415.650,111.000,1.000,1.000,1.000,0.000,2.000,7.000,126.000,7331.000,248279.331,109.000,104.000,128.000
635887.110,852352.790,416.600,132.000,1.000,1.000,1.000,0.000,1.000,6.000,124.000,7331.000,248279.445,95.000,97.000,121.000
635961.320,852610.170,463.850,116.000,1.000,1.000,0.000,0.000,1.000,11.000,126.000,7331.000,248279.545,64.000,76.000,78.000
635887.890,852213.650,415.290,149.000,1.000,1.000,0.000,0.000,1.000,3.000,124.000,7331.000,248279.644,96.000,92.000,116.000
635732.680,851454.360,419.030,9.000,2.000,2.000,1.000,0.000,2.000,-13.000,128.000,7331.000,248279.748,106.000,102.000,126.000
635773.230,851556.660,416.900,85.000,1.000,1.000,0.000,0.000,1.000,-10.000,124.000,7331.000,248279.857,100.000,97.000,119.000
635770.470,851464.670,422.280,81.000,1.000,1.000,1.000,0.000,1.000,-12.000,126.000,7331.000,248279.978,105.000,85.000,114.000
635965.980,852265.940,416.210,204.000,1.000,1.000,1.000,0.000,2.000,4.000,124.000,7331.000,248280.096,100.000,100.000,123.000
635791.270,851378.080,419.290,143.000,1.000,1.000,0.000,0.000,2.000,-14.000,124.000,7331.000,248280.222,166.000,130.000,166.000
635815.750,851374.510,419.230,115.000,1.000,1.000,1.000,0.000,1.000,-14.000,124.000,7331.000,248280.360,188.000,130.000,172.000
635838.480,851369.000,419.130,162.000,1.000,1.000,1.000,0.000,1.000,-14.000,126.000,7331.000,248280.494,196.000,140.000,176.000
636008.990,852064.470,414.170,127.000,1.000,1.000,1.000,0.000,2.000,0.000,126.000,7331.000,248280.632,139.000,137.000,153.000
635957.870,851725.720,416.370,53.000,1.000,1.000,0.000,0.000,2.000,-7.000,125.000,7331.000,248280.776,130.000,114.000,131.000
636152.230,852559.220,420.640,23.000,1.000,1.000,1.000,0.000,1.000,10.000,124.000,7331.000,248280.922,170.000,134.000,156.000
636112.400,852258.460,416.470,160.000,1.000,1.000,0.000,0.000,1.000,5.000,124.000,7331.000,248281.061,89.000,93.000,117.000
636011.450,851650.360,417.850,97.000,1.000,1.000,0.000,0.000,1.000,-5.000,124.000,7331.000,248281.198,162.000,128.000,160.000
636142.750,852177.990,415.940,183.000,1.000,1.000,1.000,0.000,1.000,7.000,124.000,7331.000,248281.341,86.000,92.000,112.000
636235.600,852536.450,421.460,26.000,1.000,1.000,0.000,0.000,2.000,14.000,122.000,7331.000,248281.481,163.000,137.000,155.000
636203.380,852288.350,417.260,140.000,1.000,1.000,0.000,0.000,2.000,9.000,122.000,7331.000,248281.616,90.000,93.000,115.000
636019.130,851329.360,419.190,39.000,1.000,1.000,0.000,0.000,1.000,-12.000,124.000,7331.000,248281.755,180.000,137.000,161.000
636245.470,852311.750,417.810,158.000,1.000,1.000,1.000,0.000,2.000,6.000,122.000,7331.000,248281.897,88.000,96.000,116.000
636316.730,852545.140,421.590,25.000,1.000,1.000,1.000,0.000,1.000,10.000,122.000,7331.000,248282.033,164.000,143.000,155.000
636340.390,852552.560,421.330,14.000,1.000,1.000,1.000,0.000,1.000,10.000,122.000,7331.000,248282.167,159.000,130.000,149.000
636314.760,852337.200,417.810,95.000,1.000,1.000,1.000,0.000,1.000,6.000,122.000,7331.000,248282.300,92.000,94.000,118.000
636265.980,852025.920,415.090,177.000,1.000,1.000,1.000,0.000,2.000,0.000,124.000,7331.000,248282.432,96.000,100.000,121.000
636226.380,851758.530,416.110,58.000,1.000,1.000,1.000,0.000,1.000,-4.000,126.000,7331.000,248282.565,115.000,101.000,123.000
636214.760,851616.930,416.800,54.000,1.000,1.000,0.000,0.000,1.000,-7.000,124.000,7331.000,248282.692,125.000,113.000,120.000
636397.150,852308.200,417.850,112.000,1.000,1.000,0.000,0.000,1.000,8.000,122.000,7331.000,248282.823,89.000,92.000,117.000
636366.310,852073.060,415.720,102.000,1.000,1.000,0.000,0.000,2.000,4.000,122.000,7331.000,248282.958,95.000,100.000,118.000
636276.250,851565.850,417.060,90.000,1.000,1.000,1.000,0.000,1.000,-6.000,124.000,7331.000,248283.101,82.000,78.000,91.000
636443.540,852150.130,416.370,159.000,1.000,1.000,0.000,0.000,1.000,5.000,124.000,7331.000,248283.245,87.000,97.000,117.000
636455.180,852070.180,424.150,147.000,1.000,1.000,1.000,0.000,2.000,2.000,122.000,7331.000,248283.390,110.000,101.000,110.000
636574.770,852456.730,419.060,173.000,1.000,1.000,0.000,0.000,1.000,10.000,124.000,7331.000,248283.531,140.000,114.000,142.000
636418.900,851674.670,419.190,183.000,1.000,1.000,1.000,0.000,1.000,-7.000,126.000,7331.000,248283.676,122.000,108.000,124.000
636637.110,852511.520,438.620,6.000,1.000,2.000,0.000,0.000,1.000,10.000,126.000,7331.000,248283.818,129.000,112.000,125.000
636508.830,851882.320,506.530,24.000,1.000,1.000,0.000,0.000,1.000,-3.000,125.000,7331.000,248283.955,123.000,125.000,133.000
636625.260,852300.360,417.750,82.000,1.000,1.000,0.000,0.000,2.000,5.000,126.000,7331.000,248284.088,131.000,110.000,127.000
636694.720,852534.420,422.340,107.000,1.000,1.000,1.000,0.000,1.000,10.000,126.000,7331.000,248284.217,175.000,151.000,166.000
636644.230,852228.900,427.200,170.000,1.000,1.000,1.000,0.000,1.000,3.000,126.000,7331.000,248284.349,90.000,92.000,96.000
636585.470,851875.000,500.590,15.000,1.000,1.000,1.000,0.000,1.000,-4.000,126.000,7331.000,248284.482,123.000,130.000,137.000
636716.990,852344.360,418.080,17.000,1.000,1.000,1.000,0.000,1.000,5.000,124.000,7331.000,248284.618,156.000,132.000,148.000
636754.890,852396.950,419.950,15.000,1.000,1.000,0.000,0.000,1.000,6.000,124.000,7331.000,248284.758,106.000,88.000,102.000
636668.930,851911.840,477.130,15.000,1.000,1.000,0.000,0.000,1.000,-4.000,124.000,7331.000,248284.894,132.000,128.000,137.000
636610.860,851565.910,426.570,127.000,1.000,1.000,0.000,0.000,1.000,-12.000,126.000,7331.000,248285.030,105.000,102.000,131.000
636666.040,851737.110,472.830,17.000,1.000,1.000,1.000,0.000,1.000,-9.000,126.000,7331.000,248285.171,158.000,151.000,158.000
636816.500,852308.890,419.620,19.000,1.000,1.000,0.000,0.000,1.000,3.000,124.000,7331.000,248285.314,171.000,151.000,164.000
636595.670,851331.690,419.950,131.000,1.000,1.000,0.000,0.000,2.000,-17.000,126.000,7331.000,248285.452,205.000,150.000,182.000
636749.410,851913.420,467.880,16.000,1.000,1.000,1.000,0.000,1.000,-4.000,124.000,7331.000,248285.593,136.000,134.000,140.000
636934.020,852587.570,420.930,46.000,1.000,1.000,0.000,0.000,2.000,9.000,122.000,7331.000,248285.733,199.000,162.000,185.000
636817.750,852041.270,461.840,77.000,1.000,1.000,0.000,0.000,1.000,-1.000,124.000,7331.000,248285.870,215.000,208.000,218.000
636677.720,851408.460,418.860,120.000,1.000,1.000,0.000,0.000,1.000,-14.000,124.000,7331.000,248286.008,189.000,134.000,169.000
636790.420,851739.210,488.620,16.000,1.000,1.000,1.000,0.000,1.000,-7.000,126.000,7331.000,248286.148,136.000,138.000,144.000
636898.490,852035.860,425.160,97.000,1.000,1.000,1.000,0.000,2.000,0.000,126.000,7331.000,248286.283,228.000,218.000,229.000
636964.700,852171.160,423.390,102.000,1.000,1.000,1.000,0.000,2.000,2.000,126.000,7331.000,248286.418,200.000,184.000,200.000
637096.560,852553.150,423.200,34.000,1.000,1.000,1.000,0.000,1.000,10.000,124.000,7331.000,248286.554,172.000,148.000,162.000
637031.330,852202.200,432.020,143.000,1.000,1.000,0.000,0.000,2.000,3.000,124.000,7331.000,248286.693,92.000,90.000,98.000
636890.030,851571.980,422.930,24.000,1.000,1.000,0.000,0.000,1.000,-9.000,126.000,7331.000,248286.830,144.000,127.000,138.000
636914.860,851562.400,422.770,19.000,1.000,1.000,1.000,0.000,1.000,-9.000,124.000,7331.000,248286.971,150.000,133.000,142.000
637138.060,852298.490,434.020,20.000,1.000,1.000,1.000,0.000,2.000,6.000,122.000,7331.000,248287.108,145.000,129.000,141.000
637223.920,852522.800,422.970,33.000,1.000,1.000,0.000,0.000,2.000,11.000,122.000,7331.000,248287.247,178.000,157.000,171.000
637087.240,851919.520,454.170,91.000,1.000,1.000,0.000,0.000,1.000,-2.000,122.000,7331.000,248287.384,198.000,188.000,196.000
637009.910,851521.780,425.360,158.000,1.000,1.000,1.000,0.000,1.000,-10.000,124.000,7331.000,248287.526,126.000,102.000,126.000
637191.080,852074.250,426.350,237.000,1.000,1.000,0.000,0.000,1.000,2.000,126.000,7331.000,248287.690,158.000,142.000,157.000
637064.270,851407.120,425.560,72.000,1.000,1.000,1.000,0.000,1.000,-10.000,124.000,7331.000,248287.889,225.000,209.000,220.000
637147.050,851494.620,431.560,123.000,1.000,1.000,0.000,0.000,1.000,-7.000,122.000,7331.000,248288.133,124.000,106.000,132.000
637240.490,851500.490,444.060,90.000,1.000,1.000,1.000,0.000,1.000,-10.000,126.000,7331.000,248288.522,224.000,210.000,222.000
637254.660,852486.980,424.250,69.000,1.000,1.000,1.000,0.000,2.000,0.000,124.000,7332.000,248679.252,199.000,175.000,193.000
637221.720,852366.080,425.070,24.000,1.000,1.000,1.000,0.000,1.000,1.000,126.000,7332.000,248679.579,152.000,134.000,144.000
637088.710,852823.390,422.180,16.000,1.000,1.000,1.000,0.000,1.000,-8.000,117.000,7332.000,248679.807,151.000,133.000,146.000
637074.610,852697.340,420.900,145.000,1.000,1.000,0.000,0.000,1.000,-4.000,122.000,7332.000,248679.990,147.000,114.000,150.000
637096.390,852378.410,423.620,24.000,1.000,1.000,1.000,0.000,1.000,2.000,124.000,7332.000,248680.192,154.000,135.000,145.000
637021.000,852620.870,423.100,7.000,2.000,2.000,1.000,0.000,2.000,-1.000,120.000,7332.000,248680.382,74.000,80.000,86.000
636939.210,852906.360,437.890,24.000,1.000,1.000,1.000,0.000,1.000,-7.000,122.000,7332.000,248680.573,136.000,120.000,131.000
636916.110,852864.860,433.500,3.000,1.000,1.000,1.000,0.000,1.000,-6.000,118.000,7332.000,248680.764,89.000,77.000,89.000
637022.110,852142.720,442.260,86.000,1.000,1.000,1.000,0.000,2.000,9.000,120.000,7332.000,248680.959,87.000,92.000,100.000
637027.920,851960.200,489.010,93.000,1.000,1.000,0.000,0.000,1.000,14.000,120.000,7332.000,248681.155,61.000,73.000,74.000
636985.530,852000.260,444.190,82.000,1.000,1.000,1.000,0.000,2.000,14.000,120.000,7332.000,248681.343,80.000,88.000,95.000
636931.820,852147.470,431.690,176.000,1.000,1.000,1.000,0.000,1.000,11.000,124.000,7332.000,248681.534,177.000,169.000,180.000
636809.610,852675.490,420.540,138.000,1.000,1.000,1.000,0.000,1.000,0.000,124.000,7332.000,248681.723,119.000,107.000,130.000
636815.850,852583.690,422.870,66.000,1.000,1.000,0.000,0.000,1.000,0.000,126.000,7332.000,248681.905,208.000,176.000,196.000
636867.650,852239.470,433.300,13.000,1.000,1.000,0.000,0.000,1.000,6.000,128.000,7332.000,248682.095,143.000,138.000,142.000
636848.520,852230.770,437.200,78.000,1.000,1.000,1.000,0.000,1.000,5.000,126.000,7332.000,248682.281,212.000,206.000,214.000
636826.970,852256.170,437.370,54.000,1.000,1.000,1.000,0.000,1.000,5.000,124.000,7332.000,248682.453,207.000,192.000,204.000
636855.510,852003.280,460.960,40.000,1.000,1.000,0.000,0.000,1.000,12.000,128.000,7332.000,248682.630,141.000,130.000,149.000
636665.320,852785.760,421.190,15.000,1.000,1.000,1.000,0.000,1.000,-4.000,126.000,7332.000,248682.815,163.000,141.000,155.000
636620.540,852810.270,421.030,5.000,1.000,1.000,0.000,0.000,2.000,-7.000,122.000,7332.000,248682.998,181.000,168.000,177.000
636701.740,852193.410,461.650,69.000,1.000,1.000,1.000,0.000,1.000,5.000,124.000,7332.000,248683.181,197.000,183.000,196.000
636683.960,852088.710,462.040,75.000,1.000,1.000,1.000,0.000,1.000,9.000,124.000,7332.000,248683.354,208.000,196.000,206.000
636514.110,852774.800,421.260,24.000,1.000,1.000,1.000,0.000,1.000,-3.000,124.000,7332.000,248683.543,161.000,142.000,155.000
636636.060,852032.320,441.140,27.000,1.000,2.000,1.000,0.000,1.000,13.000,124.000,7332.000,248683.719,115.000,104.000,113.000
636589.500,852117.160,418.540,85.000,1.000,1.000,1.000,0.000,1.000,11.000,124.000,7332.000,248683.890,165.000,151.000,161.000
636506.360,852397.410,418.900,163.000,1.000,1.000,1.000,0.000,2.000,4.000,124.000,7332.000,248684.061,112.000,110.000,128.000
636530.680,852159.740,416.830,24.000,1.000,1.000,0.000,0.000,1.000,8.000,126.000,7332.000,248684.221,192.000,145.000,182.000
636386.420,852788.350,468.410,10.000,1.000,3.000,1.000,0.000,1.000,-6.000,126.000,7332.000,248684.385,64.000,76.000,77.000
636491.140,852162.500,416.470,81.000,1.000,1.000,0.000,0.000,1.000,7.000,126.000,7332.000,248684.547,94.000,94.000,108.000
636479.760,852112.830,422.080,181.000,1.000,1.000,1.000,0.000,2.000,8.000,124.000,7332.000,248684.714,116.000,107.000,124.000
636293.270,852932.580,423.460,158.000,1.000,1.000,1.000,0.000,1.000,-7.000,124.000,7332.000,248684.883,168.000,144.000,163.000
636326.970,852631.200,419.720,92.000,1.000,1.000,1.000,0.000,1.000,0.000,120.000,7332.000,248685.057,138.000,112.000,142.000
636404.130,852107.410,416.010,157.000,1.000,1.000,0.000,0.000,1.000,12.000,124.000,7332.000,248685.236,94.000,96.000,118.000
636298.520,852441.670,416.210,127.000,1.000,1.000,1.000,0.000,2.000,6.000,120.000,7332.000,248685.421,128.000,116.000,134.000
636247.870,852494.030,420.770,31.000,2.000,2.000,0.000,0.000,1.000,3.000,122.000,7332.000,248685.602,108.000,102.000,110.000
636314.340,851957.640,414.800,93.000,1.000,1.000,0.000,0.000,1.000,11.000,124.000,7332.000,248685.791,175.000,126.000,141.000
636150.590,852633.010,419.690,98.000,1.000,1.000,0.000,0.000,1.000,-4.000,122.000,7332.000,248685.967,96.000,80.000,98.000
636112.270,852669.360,419.360,109.000,1.000,1.000,0.000,0.000,1.000,-5.000,122.000,7332.000,248686.139,142.000,106.000,136.000
636201.610,851997.640,414.500,96.000,1.000,1.000,1.000,0.000,2.000,9.000,123.000,7332.000,248686.324,155.000,110.000,133.000
636102.330,852389.600,415.650,162.000,1.000,1.000,1.000,0.000,1.000,1.000,124.000,7332.000,248686.514,92.000,95.000,116.000
635976.120,852938.160,418.340,204.000,1.000,1.000,1.000,0.000,1.000,-8.000,126.000,7332.000,248686.703,114.000,100.000,124.000
636104.400,852120.180,415.350,116.000,1.000,1.000,1.000,0.000,2.000,11.000,123.000,7332.000,248686.879,93.000,97.000,120.000
636109.910,851989.630,426.150,33.000,1.000,1.000,1.000,0.000,1.000,15.000,122.000,7332.000,248687.052,165.000,137.000,165.000
636095.670,851962.700,416.110,137.000,1.000,1.000,0.000,0.000,1.000,16.000,124.000,7332.000,248687.227,185.000,162.000,178.000
636073.460,851985.860,418.470,89.000,1.000,1.000,1.000,0.000,1.000,15.000,122.000,7332.000,248687.397,138.000,118.000,132.000
636052.560,851982.350,415.420,45.000,1.000,1.000,1.000,0.000,1.000,13.000,123.000,7332.000,248687.570,172.000,150.000,162.000
635870.410,852869.420,416.800,108.000,2.000,2.000,1.000,0.000,1.000,-6.000,126.000,7332.000,248687.738,94.000,94.000,106.000
635910.240,852515.490,420.540,37.000,1.000,1.000,1.000,0.000,1.000,0.000,126.000,7332.000,248687.892,153.000,132.000,146.000
635962.930,851998.390,415.910,23.000,1.000,1.000,1.000,0.000,1.000,10.000,124.000,7332.000,248688.049,179.000,156.000,176.000
635803.310,852738.520,418.900,139.000,1.000,1.000,0.000,0.000,1.000,-4.000,124.000,7332.000,248688.208,65.000,72.000,70.000
635745.900,852852.430,412.470,20.000,2.000,2.000,1.000,0.000,2.000,-5.000,128.000,7332.000,248688.370,58.000,77.000,70.000
635831.890,852056.890,416.500,29.000,1.000,1.000,1.000,0.000,2.000,11.000,126.000,7332.000,248688.527,154.000,131.000,144.000
635752.890,852264.530,416.770,38.000,1.000,1.000,0.000,0.000,1.000,7.000,126.000,7332.000,248688.724,154.000,136.000,146.000
635685.330,852165.120,421.750,109.000,1.000,1.000,1.000,0.000,1.000,7.000,126.000,7332.000,248689.024,64.000,73.000,78.000
