"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","ScanAngleRank","UserData","PointSourceId","GpsTime","Red","Green","Blue"
637562.470,849885.760,427.130,78.000,1.000,1.000,1.000,0.000,1.000,6.000,124.000,7327.000,246103.373,110.000,80.000,112.000
637613.710,849996.620,426.180,123.000,1.000,1.000,0.000,0.000,1.000,9.000,126.000,7327.000,246103.549,104.000,98.000,133.000
637568.110,849747.510,429.330,146.000,1.000,1.000,1.000,0.000,2.000,4.000,126.000,7327.000,246103.717,63.000,70.000,70.000
637459.420,849262.110,411.190,11.000,1.000,1.000,0.000,0.000,2.000,-5.000,124.000,7327.000,246103.878,79.000,87.000,87.000
637635.500,849924.180,426.640,96.000,1.000,1.000,0.000,0.000,1.000,9.000,122.000,7327.000,246104.048,108.000,96.000,124.000
637531.100,849440.680,411.290,12.000,1.000,1.000,0.000,0.000,2.000,0.000,121.000,7327.000,246104.222,71.000,85.000,88.000
637620.410,849728.120,429.720,171.000,1.000,1.000,1.000,0.000,1.000,5.000,126.000,7327.000,246104.406,62.000,71.000,71.000
637635.010,849708.860,472.240,11.000,1.000,2.000,0.000,0.000,1.000,4.000,122.000,7327.000,246104.585,84.000,72.000,76.000
637717.590,849956.230,464.600,1.000,1.000,2.000,0.000,0.000,1.000,9.000,122.000,7327.000,246104.756,77.000,89.000,86.000
637737.660,849952.660,442.190,7.000,1.000,2.000,1.000,0.000,1.000,8.000,128.000,7327.000,246104.925,74.000,80.000,85.000
637584.450,849230.680,411.610,204.000,1.000,1.000,0.000,0.000,1.000,-7.000,124.000,7327.000,246105.105,72.000,78.000,80.000
637756.040,849839.500,429.590,49.000,2.000,2.000,1.000,0.000,1.000,5.000,126.000,7327.000,246105.288,65.000,78.000,81.000
637784.380,849880.810,428.540,138.000,1.000,1.000,1.000,0.000,1.000,6.000,126.000,7327.000,246105.461,52.000,61.000,65.000
637728.410,849561.380,429.490,180.000,1.000,1.000,0.000,0.000,1.000,0.000,128.000,7327.000,246105.620,102.000,79.000,95.000
637737.630,849492.850,522.540,2.000,1.000,3.000,1.000,0.000,1.000,0.000,129.000,7327.000,246105.784,68.000,76.000,84.000
637795.900,849649.250,429.820,96.000,1.000,1.000,0.000,0.000,2.000,3.000,126.000,7327.000,246105.946,65.000,71.000,72.000
637879.330,849902.400,427.230,135.000,1.000,1.000,1.000,0.000,2.000,9.000,125.000,7327.000,246106.112,141.000,105.000,135.000
637879.460,849789.570,428.610,163.000,1.000,1.000,1.000,0.000,1.000,7.000,127.000,7327.000,246106.284,159.000,118.000,148.000
637877.230,849662.570,429.230,141.000,1.000,1.000,1.000,0.000,1.000,5.000,126.000,7327.000,246106.456,140.000,133.000,155.000
637937.660,849793.180,428.840,136.000,1.000,1.000,1.000,0.000,1.000,7.000,126.000,7327.000,246106.648,160.000,118.000,148.000
637820.640,849148.690,412.660,62.000,1.000,1.000,1.000,0.000,1.000,-6.000,130.000,7327.000,246106.837,139.000,112.000,141.000
637965.420,849661.680,429.170,152.000,1.000,1.000,1.000,0.000,1.000,4.000,128.000,7327.000,246107.011,148.000,118.000,136.000
637909.710,849286.710,522.440,5.000,1.000,2.000,0.000,0.000,1.000,-4.000,124.000,7327.000,246107.193,72.000,84.000,83.000
637983.430,849491.960,440.810,46.000,1.000,2.000,1.000,0.000,1.000,0.000,130.000,7327.000,246107.375,84.000,88.000,106.000
638069.130,849755.120,427.620,67.000,1.000,1.000,1.000,0.000,1.000,5.000,128.000,7327.000,246107.529,91.000,82.000,91.000
638072.240,849651.410,428.410,131.000,1.000,1.000,0.000,0.000,1.000,4.000,126.000,7327.000,246107.689,168.000,129.000,155.000
638013.020,849281.430,424.210,0.000,4.000,4.000,0.000,0.000,1.000,-3.000,128.000,7327.000,246107.844,118.000,112.000,133.000
638035.890,849270.770,422.900,0.000,4.000,4.000,1.000,0.000,2.000,-4.000,134.000,7327.000,246107.987,113.000,113.000,133.000
638032.740,849162.140,414.400,160.000,1.000,1.000,0.000,0.000,1.000,-6.000,130.000,7327.000,246108.113,80.000,96.000,94.000
638091.400,849294.460,446.330,1.000,1.000,2.000,0.000,0.000,1.000,-2.000,128.000,7327.000,246108.246,77.000,86.000,98.000
638215.120,849723.620,443.340,41.000,1.000,2.000,1.000,0.000,1.000,7.000,130.000,7327.000,246108.372,88.000,83.000,110.000
638113.450,849172.340,536.810,1.000,1.000,3.000,0.000,0.000,1.000,-2.000,128.000,7327.000,246108.496,90.000,92.000,106.000
638233.370,849618.570,447.110,28.000,1.000,1.000,1.000,0.000,1.000,8.000,131.000,7327.000,246108.620,103.000,107.000,125.000
638179.300,849262.070,530.610,6.000,1.000,3.000,1.000,0.000,1.000,1.000,132.000,7327.000,246108.753,80.000,90.000,96.000
638159.650,849090.780,418.670,58.000,2.000,2.000,1.000,0.000,1.000,0.000,135.000,7327.000,246108.886,99.000,109.000,113.000
638210.330,849253.900,428.540,0.000,3.000,3.000,0.000,0.000,2.000,3.000,128.000,7327.000,246109.012,84.000,94.000,104.000
638272.640,849481.560,426.350,203.000,1.000,1.000,1.000,0.000,1.000,8.000,132.000,7327.000,246109.137,133.000,113.000,127.000
638214.040,849067.950,542.910,29.000,1.000,3.000,1.000,0.000,1.000,0.000,135.000,7327.000,246109.250,58.000,74.000,72.000
638280.540,849336.650,429.630,113.000,1.000,1.000,0.000,0.000,2.000,5.000,128.000,7327.000,246109.357,146.000,124.000,146.000
638222.440,848908.830,414.700,55.000,1.000,1.000,0.000,0.000,1.000,-3.000,128.000,7327.000,246109.493,121.000,106.000,117.000
638277.430,849053.740,462.730,28.000,1.000,3.000,1.000,0.000,1.000,-1.000,132.000,7327.000,246109.652,100.000,102.000,112.000
638469.360,849984.060,425.720,28.000,2.000,2.000,1.000,0.000,2.000,18.000,131.000,7327.000,246109.810,103.000,100.000,124.000
638501.870,849993.340,426.350,169.000,1.000,1.000,0.000,0.000,2.000,18.000,127.000,7327.000,246109.986,86.000,80.000,100.000
638484.880,849687.400,417.320,28.000,1.000,1.000,0.000,0.000,1.000,12.000,131.000,7327.000,246110.179,82.000,97.000,95.000
638442.390,849250.920,426.970,179.000,1.000,1.000,0.000,0.000,1.000,3.000,128.000,7327.000,246110.373,181.000,130.000,164.000
638487.140,849359.810,424.610,177.000,1.000,1.000,0.000,0.000,2.000,5.000,129.000,7327.000,246110.564,114.000,104.000,132.000
638475.100,849134.740,483.300,5.000,1.000,2.000,0.000,0.000,1.000,0.000,126.000,7327.000,246110.756,97.000,105.000,114.000
638507.050,849178.440,425.750,175.000,1.000,1.000,1.000,0.000,2.000,0.000,128.000,7327.000,246110.956,162.000,126.000,156.000
638495.540,848921.720,434.880,19.000,2.000,3.000,0.000,0.000,1.000,-6.000,124.000,7327.000,246111.160,102.000,104.000,119.000
638535.990,848899.700,419.030,176.000,1.000,1.000,1.000,0.000,2.000,-7.000,128.000,7327.000,246111.395,108.000,114.000,124.000
638719.590,849657.610,417.360,38.000,1.000,1.000,0.000,0.000,1.000,7.000,130.000,7327.000,246111.635,77.000,98.000,95.000
638659.420,849042.910,445.540,36.000,1.000,1.000,1.000,0.000,1.000,-5.000,128.000,7327.000,246111.875,62.000,88.000,84.000
638822.310,849710.330,417.130,8.000,1.000,1.000,1.000,0.000,2.000,8.000,126.000,7327.000,246112.107,77.000,93.000,96.000
638835.560,849543.960,417.260,21.000,1.000,1.000,0.000,0.000,2.000,5.000,128.000,7327.000,246112.325,56.000,80.000,71.000
638874.930,849335.200,424.340,130.000,1.000,1.000,1.000,0.000,1.000,1.000,124.000,7327.000,246112.623,176.000,140.000,160.000
638885.600,850063.710,420.340,80.000,2.000,2.000,1.000,0.000,1.000,-2.000,126.000,7328.000,246490.266,90.000,105.000,106.000
638826.020,850069.090,437.800,2.000,1.000,2.000,1.000,0.000,1.000,-2.000,126.000,7328.000,246490.554,58.000,79.000,72.000
638745.510,850184.350,417.750,91.000,1.000,1.000,0.000,0.000,1.000,-5.000,126.000,7328.000,246490.814,99.000,103.000,121.000
638836.810,849381.460,422.180,174.000,1.000,1.000,1.000,0.000,2.000,11.000,126.000,7328.000,246491.055,175.000,131.000,156.000
638650.360,850164.400,417.950,2.000,2.000,2.000,0.000,0.000,2.000,-5.000,127.000,7328.000,246491.273,98.000,98.000,114.000
638644.360,849996.030,417.160,39.000,1.000,1.000,1.000,0.000,2.000,-1.000,128.000,7328.000,246491.474,86.000,90.000,94.000
638586.550,850045.640,437.140,17.000,1.000,2.000,1.000,0.000,1.000,-2.000,124.000,7328.000,246491.703,66.000,80.000,84.000
638504.690,850148.880,447.800,69.000,1.000,2.000,0.000,0.000,1.000,-5.000,126.000,7328.000,246491.944,109.000,107.000,128.000
638513.090,849784.420,417.220,11.000,1.000,1.000,0.000,0.000,1.000,1.000,126.000,7328.000,246492.172,83.000,94.000,94.000
638381.300,850269.030,425.820,140.000,1.000,1.000,0.000,0.000,1.000,-9.000,126.000,7328.000,246492.385,104.000,105.000,112.000
638361.840,850165.220,439.800,11.000,1.000,2.000,1.000,0.000,1.000,-7.000,126.000,7328.000,246492.603,124.000,122.000,146.000
638333.430,850129.990,446.230,60.000,1.000,2.000,0.000,0.000,1.000,-7.000,126.000,7328.000,246492.806,105.000,105.000,126.000
638328.510,849956.300,441.570,14.000,1.000,2.000,1.000,0.000,1.000,-3.000,124.000,7328.000,246493.006,98.000,100.000,120.000
638227.560,850308.230,425.690,128.000,1.000,1.000,1.000,0.000,2.000,-11.000,124.000,7328.000,246493.216,115.000,105.000,121.000
638290.190,849777.330,438.850,60.000,1.000,1.000,0.000,0.000,1.000,0.000,128.000,7328.000,246493.398,95.000,102.000,117.000
638316.770,849478.810,423.920,68.000,1.000,1.000,1.000,0.000,2.000,6.000,126.000,7328.000,246493.545,147.000,103.000,123.000
638164.930,850205.250,443.310,1.000,1.000,2.000,0.000,0.000,1.000,-8.000,128.000,7328.000,246493.687,116.000,122.000,142.000
638220.050,849770.700,442.680,70.000,1.000,2.000,0.000,0.000,1.000,1.000,128.000,7328.000,246493.839,88.000,89.000,114.000
638234.220,849569.950,444.460,7.000,1.000,1.000,1.000,0.000,1.000,4.000,128.000,7328.000,246493.985,58.000,78.000,76.000
638133.690,849987.240,426.310,128.000,1.000,1.000,0.000,0.000,1.000,-4.000,126.000,7328.000,246494.127,146.000,125.000,152.000
638027.920,850417.450,424.700,119.000,1.000,1.000,0.000,0.000,2.000,-14.000,126.000,7328.000,246494.282,135.000,110.000,132.000
638072.280,850009.610,427.260,170.000,1.000,1.000,0.000,0.000,1.000,-5.000,126.000,7328.000,246494.434,138.000,110.000,136.000
638149.640,849415.290,428.280,33.000,2.000,2.000,1.000,0.000,2.000,6.000,128.000,7328.000,246494.580,102.000,109.000,128.000
638104.000,849512.170,428.310,38.000,2.000,2.000,1.000,0.000,2.000,5.000,124.000,7328.000,246494.733,102.000,107.000,124.000
637972.470,850101.900,427.300,124.000,1.000,1.000,1.000,0.000,2.000,-5.000,127.000,7328.000,246494.883,150.000,117.000,149.000
637984.940,849881.960,427.950,118.000,1.000,1.000,1.000,0.000,2.000,0.000,126.000,7328.000,246495.037,94.000,92.000,104.000
638063.250,849325.070,463.980,1.000,1.000,2.000,1.000,0.000,1.000,14.000,126.000,7328.000,246495.194,100.000,106.000,123.000
638018.180,849423.130,427.530,131.000,1.000,1.000,1.000,0.000,2.000,13.000,126.000,7328.000,246495.346,101.000,101.000,125.000
637829.630,850282.610,425.850,113.000,1.000,1.000,1.000,0.000,2.000,-3.000,126.000,7328.000,246495.495,102.000,104.000,124.000
637962.370,849453.350,428.050,79.000,2.000,2.000,1.000,0.000,1.000,13.000,129.000,7328.000,246495.633,104.000,108.000,128.000
637869.980,849827.620,428.350,209.000,1.000,1.000,0.000,0.000,2.000,5.000,128.000,7328.000,246495.774,66.000,71.000,75.000
637800.980,850091.080,458.270,2.000,1.000,2.000,1.000,0.000,1.000,0.000,128.000,7328.000,246495.918,71.000,76.000,78.000
637729.330,850339.860,428.180,113.000,1.000,1.000,0.000,0.000,1.000,-5.000,124.000,7328.000,246496.063,88.000,80.000,92.000
637823.980,849786.150,458.430,120.000,1.000,1.000,0.000,0.000,1.000,6.000,126.000,7328.000,246496.233,56.000,66.000,68.000
637700.660,850259.550,421.560,7.000,3.000,3.000,1.000,0.000,2.000,-3.000,128.000,7328.000,246496.396,70.000,86.000,90.000
637878.080,849384.880,502.330,2.000,2.000,3.000,0.000,0.000,1.000,15.000,128.000,7328.000,246496.538,114.000,117.000,134.000
637832.280,849485.530,429.300,194.000,1.000,1.000,0.000,0.000,1.000,13.000,128.000,7328.000,246496.673,97.000,96.000,112.000
637636.250,850224.870,425.460,102.000,1.000,1.000,1.000,0.000,2.000,-2.000,124.000,7328.000,246496.818,83.000,88.000,100.000
637798.060,849430.350,530.480,32.000,1.000,3.000,0.000,0.000,1.000,15.000,130.000,7328.000,246496.959,74.000,86.000,88.000
637618.180,850087.960,446.980,64.000,1.000,1.000,0.000,0.000,1.000,0.000,126.000,7328.000,246497.097,68.000,80.000,88.000
637722.410,849574.570,440.810,13.000,2.000,2.000,1.000,0.000,1.000,12.000,124.000,7328.000,246497.242,76.000,78.000,82.000
637572.540,850154.300,426.020,150.000,1.000,1.000,1.000,0.000,1.000,0.000,126.000,7328.000,246497.393,61.000,69.000,70.000
637496.030,850437.890,424.510,113.000,1.000,1.000,1.000,0.000,1.000,-5.000,126.000,7328.000,246497.545,129.000,102.000,124.000
637583.530,850032.970,426.120,141.000,1.000,1.000,1.000,0.000,1.000,4.000,126.000,7328.000,246497.700,123.000,109.000,146.000
637716.860,849432.810,415.940,62.000,2.000,2.000,1.000,0.000,1.000,17.000,128.000,7328.000,246497.856,50.000,68.000,65.000
637496.560,850370.730,425.750,119.000,1.000,1.000,0.000,0.000,1.000,-2.000,126.000,7328.000,246498.017,145.000,104.000,131.000
637700.030,849460.010,421.230,90.000,1.000,1.000,0.000,0.000,1.000,15.000,128.000,7328.000,246498.186,46.000,68.000,63.000
637472.540,850445.470,424.050,129.000,1.000,1.000,1.000,0.000,2.000,-6.000,126.000,7328.000,246498.349,135.000,107.000,133.000
637665.580,849507.410,426.380,42.000,1.000,1.000,0.000,0.000,1.000,11.000,130.000,7328.000,246498.512,100.000,102.000,116.000
637568.600,849853.840,427.260,167.000,1.000,1.000,0.000,0.000,2.000,4.000,128.000,7328.000,246498.686,136.000,102.000,136.000
637423.200,850444.980,424.510,146.000,1.000,1.000,0.000,0.000,1.000,-6.000,126.000,7328.000,246498.861,162.000,121.000,148.000
637503.020,849978.840,425.260,133.000,1.000,1.000,0.000,0.000,1.000,3.000,126.000,7328.000,246499.031,60.000,70.000,74.000
637570.830,849549.510,454.720,25.000,1.000,2.000,1.000,0.000,1.000,11.000,126.000,7328.000,246499.196,69.000,75.000,82.000
637385.100,850378.870,460.100,7.000,2.000,2.000,1.000,0.000,1.000,-7.000,128.000,7328.000,246499.365,64.000,74.000,78.000
637515.780,849540.490,471.420,12.000,1.000,2.000,1.000,0.000,1.000,10.000,126.000,7328.000,246499.522,57.000,70.000,71.000
637476.940,849599.800,424.970,19.000,1.000,1.000,1.000,0.000,2.000,9.000,125.000,7328.000,246499.694,83.000,86.000,98.000
637331.920,850260.470,425.850,187.000,1.000,1.000,0.000,0.000,1.000,-3.000,128.000,7328.000,246499.856,51.000,65.000,68.000
637433.460,849534.280,489.900,3.000,1.000,1.000,1.000,0.000,1.000,11.000,127.000,7328.000,246500.001,67.000,79.000,82.000
637264.630,850365.120,528.840,11.000,1.000,2.000,0.000,0.000,1.000,-5.000,130.000,7328.000,246500.144,64.000,77.000,80.000
637321.950,849877.460,443.410,18.000,1.000,2.000,1.000,0.000,1.000,4.000,128.000,7328.000,246500.287,52.000,61.000,63.000
637275.720,850001.440,444.090,16.000,1.000,2.000,1.000,0.000,1.000,1.000,128.000,7328.000,246500.439,106.000,110.000,126.000
637271.490,849894.520,429.360,205.000,1.000,1.000,0.000,0.000,1.000,3.000,132.000,7328.000,246500.601,96.000,101.000,110.000
637279.300,849716.770,424.180,37.000,1.000,1.000,1.000,0.000,1.000,6.000,126.000,7328.000,246500.786,136.000,109.000,126.000
637243.470,849790.030,530.810,23.000,1.000,2.000,0.000,0.000,1.000,4.000,132.000,7328.000,246501.003,50.000,68.000,64.000
637230.970,849591.990,416.040,1.000,3.000,3.000,0.000,0.000,1.000,9.000,133.000,7328.000,246501.328,72.000,74.000,88.000
637275.820,850396.520,430.910,49.000,2.000,2.000,1.000,0.000,1.000,-3.000,130.000,7329.000,247185.745,75.000,83.000,93.000
637229.990,850059.840,427.590,182.000,1.000,1.000,0.000,0.000,1.000,-10.000,128.000,7329.000,247185.988,50.000,62.000,68.000
637348.260,850293.830,435.270,10.000,1.000,1.000,0.000,0.000,1.000,-6.000,126.000,7329.000,247186.255,48.000,67.000,63.000
637351.870,850067.030,469.880,33.000,1.000,2.000,1.000,0.000,1.000,-14.000,126.000,7329.000,247186.509,69.000,75.000,83.000
637428.440,850118.960,453.710,14.000,1.000,3.000,0.000,0.000,1.000,-14.000,126.000,7329.000,247186.793,52.000,63.000,68.000
637466.370,850009.060,447.640,1.000,2.000,2.000,1.000,0.000,1.000,-16.000,125.000,7329.000,247187.141,73.000,79.000,85.000
637547.470,850097.570,459.450,157.000,1.000,1.000,1.000,0.000,1.000,-13.000,126.000,7329.000,247187.506,86.000,78.000,94.000
637622.930,850211.020,425.660,143.000,1.000,1.000,1.000,0.000,1.000,-11.000,124.000,7329.000,247187.813,74.000,80.000,89.000
637652.790,850057.050,435.790,36.000,1.000,1.000,1.000,0.000,1.000,-9.000,124.000,7329.000,247188.214,99.000,92.000,115.000
637712.070,850058.400,426.510,181.000,1.000,1.000,0.000,0.000,2.000,-8.000,126.000,7329.000,247188.594,168.000,114.000,146.000
637765.720,850016.800,426.710,191.000,1.000,1.000,1.000,0.000,1.000,-9.000,124.000,7329.000,247188.942,138.000,108.000,130.000
637861.190,850307.050,443.040,2.000,1.000,2.000,0.000,0.000,1.000,-2.000,126.000,7329.000,247189.301,71.000,81.000,87.000
637863.090,850044.590,493.730,6.000,1.000,3.000,0.000,0.000,1.000,-7.000,130.000,7329.000,247189.647,56.000,68.000,68.000
637888.090,850041.270,420.080,80.000,2.000,2.000,1.000,0.000,1.000,-6.000,126.000,7329.000,247189.938,125.000,126.000,146.000
637961.880,850286.810,462.660,51.000,1.000,2.000,0.000,0.000,1.000,-3.000,130.000,7329.000,247190.240,125.000,120.000,148.000
637978.250,850076.610,426.940,185.000,1.000,1.000,0.000,0.000,2.000,-11.000,130.000,7329.000,247190.567,112.000,106.000,124.000
638044.720,850045.570,437.600,26.000,1.000,1.000,1.000,0.000,1.000,-16.000,129.000,7329.000,247190.935,135.000,112.000,147.000
638102.790,849973.820,449.340,3.000,1.000,2.000,0.000,0.000,1.000,-16.000,126.000,7329.000,247191.276,123.000,119.000,136.000
638217.160,850124.020,449.210,3.000,1.000,2.000,0.000,0.000,1.000,-11.000,126.000,7329.000,247191.582,122.000,125.000,152.000
638333.330,850282.050,425.230,165.000,1.000,1.000,1.000,0.000,1.000,-9.000,128.000,7329.000,247191.875,118.000,113.000,138.000
638381.890,850270.340,426.050,124.000,1.000,1.000,0.000,0.000,1.000,-11.000,126.000,7329.000,247192.156,97.000,98.000,105.000
638406.300,850123.130,426.380,41.000,2.000,2.000,1.000,0.000,1.000,-13.000,128.000,7329.000,247192.410,97.000,98.000,120.000
638448.460,850135.960,428.900,103.000,2.000,2.000,0.000,0.000,1.000,-12.000,124.000,7329.000,247192.673,97.000,102.000,118.000
638484.450,850184.020,450.430,45.000,2.000,3.000,1.000,0.000,1.000,-10.000,130.000,7329.000,247192.928,137.000,126.000,152.000
638505.740,850077.170,428.150,0.000,2.000,2.000,0.000,0.000,2.000,-10.000,126.000,7329.000,247193.210,52.000,81.000,74.000
638548.490,850048.650,449.610,55.000,1.000,1.000,1.000,0.000,1.000,-9.000,130.000,7329.000,247193.521,70.000,82.000,89.000
638625.590,850253.810,418.180,39.000,2.000,2.000,0.000,0.000,1.000,-4.000,129.000,7329.000,247193.803,117.000,113.000,135.000
638722.740,850373.520,430.220,4.000,1.000,2.000,0.000,0.000,1.000,-2.000,126.000,7329.000,247194.166,70.000,86.000,84.000
638787.200,850148.160,426.020,1.000,1.000,1.000,1.000,0.000,1.000,-8.000,133.000,7329.000,247194.537,59.000,78.000,74.000
638865.220,850272.900,423.590,94.000,1.000,1.000,0.000,0.000,1.000,-5.000,126.000,7329.000,247194.914,73.000,84.000,90.000
638903.740,850229.330,426.610,15.000,2.000,2.000,0.000,0.000,1.000,-6.000,128.000,7329.000,247195.221,119.000,113.000,139.000
637150.430,850711.290,451.570,2.000,1.000,2.000,0.000,0.000,1.000,-13.000,126.000,7328.000,246500.491,77.000,90.000,96.000
637114.500,850612.660,425.460,153.000,1.000,1.000,0.000,0.000,1.000,-12.000,128.000,7328.000,246500.988,66.000,74.000,84.000
637030.740,850633.140,426.610,190.000,1.000,1.000,0.000,0.000,1.000,-10.000,128.000,7328.000,246501.620,126.000,112.000,146.000
636940.810,850528.970,436.880,163.000,1.000,1.000,0.000,0.000,2.000,-9.000,128.000,7328.000,246502.156,123.000,95.000,120.000
636821.330,850477.230,436.840,70.000,1.000,1.000,1.000,0.000,2.000,-10.000,126.000,7328.000,246502.717,144.000,102.000,128.000
636680.180,850625.850,434.190,139.000,1.000,1.000,1.000,0.000,1.000,-11.000,126.000,7328.000,246503.368,171.000,123.000,166.000
636564.240,850639.730,433.370,133.000,1.000,1.000,0.000,0.000,1.000,-13.000,128.000,7328.000,246504.015,140.000,108.000,146.000
636462.600,850566.110,432.610,128.000,1.000,1.000,0.000,0.000,1.000,-13.000,128.000,7328.000,246504.666,167.000,122.000,159.000
636356.140,850530.480,432.680,171.000,1.000,1.000,0.000,0.000,2.000,-12.000,128.000,7328.000,246505.317,148.000,114.000,146.000
636227.530,850592.060,428.670,133.000,1.000,1.000,0.000,0.000,1.000,-12.000,128.000,7328.000,246505.969,140.000,105.000,132.000
636114.630,850574.480,423.920,123.000,1.000,1.000,1.000,0.000,1.000,-10.000,124.000,7328.000,246506.586,155.000,114.000,145.000
636015.490,850670.370,424.770,149.000,1.000,1.000,1.000,0.000,1.000,-13.000,124.000,7328.000,246507.237,176.000,128.000,165.000
635925.850,850602.790,425.820,21.000,1.000,1.000,1.000,0.000,2.000,-14.000,122.000,7328.000,246507.889,139.000,122.000,133.000
635760.100,850675.790,424.670,144.000,1.000,1.000,1.000,0.000,1.000,-14.000,124.000,7328.000,246508.521,147.000,114.000,150.000
635678.900,851351.440,436.450,6.000,2.000,2.000,0.000,0.000,1.000,10.000,126.000,7329.000,247174.373,76.000,87.000,92.000
635703.510,851161.420,417.950,16.000,1.000,1.000,0.000,0.000,1.000,9.000,126.000,7329.000,247174.738,51.000,71.000,63.000
635792.650,851285.990,418.210,137.000,1.000,1.000,0.000,0.000,2.000,12.000,124.000,7329.000,247174.967,92.000,80.000,94.000
635846.560,851295.410,419.360,129.000,1.000,1.000,0.000,0.000,1.000,11.000,124.000,7329.000,247175.159,140.000,105.000,138.000
635888.850,851265.120,418.860,118.000,1.000,1.000,1.000,0.000,2.000,10.000,124.000,7329.000,247175.366,180.000,130.000,161.000
635945.210,851318.800,419.390,80.000,1.000,1.000,0.000,0.000,1.000,11.000,124.000,7329.000,247175.561,177.000,129.000,155.000
635759.190,850516.600,425.070,175.000,1.000,1.000,1.000,0.000,2.000,-5.000,126.000,7329.000,247175.784,115.000,96.000,128.000
636008.140,851287.240,419.260,98.000,1.000,1.000,0.000,0.000,1.000,12.000,125.000,7329.000,247175.982,181.000,126.000,161.000
635930.680,850901.670,423.460,12.000,2.000,2.000,1.000,0.000,2.000,4.000,124.000,7329.000,247176.168,116.000,108.000,126.000
635913.850,850729.990,424.770,151.000,1.000,1.000,0.000,0.000,2.000,1.000,124.000,7329.000,247176.349,180.000,128.000,165.000
635975.520,850831.530,424.700,156.000,1.000,1.000,0.000,0.000,1.000,4.000,124.000,7329.000,247176.559,173.000,123.000,159.000
635970.370,850686.750,424.480,164.000,1.000,1.000,1.000,0.000,1.000,1.000,126.000,7329.000,247176.761,167.000,120.000,153.000
636089.600,851015.980,422.410,114.000,1.000,1.000,1.000,0.000,1.000,7.000,122.000,7329.000,247176.954,114.000,105.000,116.000
636108.530,850940.090,422.870,114.000,1.000,1.000,1.000,0.000,2.000,4.000,124.000,7329.000,247177.165,104.000,98.000,122.000
636081.400,850686.650,424.280,155.000,1.000,1.000,1.000,0.000,2.000,-1.000,124.000,7329.000,247177.374,156.000,114.000,144.000
636174.840,850940.350,423.520,15.000,1.000,1.000,0.000,0.000,2.000,3.000,122.000,7329.000,247177.574,158.000,124.000,149.000
636114.070,850570.210,423.880,122.000,1.000,1.000,1.000,0.000,2.000,-4.000,124.000,7329.000,247177.776,153.000,112.000,142.000
636260.100,851041.670,425.030,131.000,1.000,1.000,1.000,0.000,2.000,5.000,124.000,7329.000,247177.970,72.000,81.000,89.000
636218.110,850733.630,425.560,34.000,1.000,1.000,1.000,0.000,2.000,0.000,124.000,7329.000,247178.179,160.000,134.000,151.000
636380.810,851312.400,418.310,109.000,1.000,1.000,0.000,0.000,2.000,12.000,125.000,7329.000,247178.377,138.000,108.000,142.000
636369.590,851220.440,417.260,94.000,1.000,1.000,0.000,0.000,1.000,11.000,126.000,7329.000,247178.569,82.000,82.000,80.000
636395.600,851300.330,417.520,16.000,1.000,1.000,1.000,0.000,1.000,13.000,124.000,7329.000,247178.757,174.000,145.000,166.000
636397.970,851266.270,497.640,11.000,1.000,2.000,0.000,0.000,1.000,13.000,126.000,7329.000,247178.933,69.000,74.000,78.000
636417.290,851251.870,418.140,86.000,2.000,2.000,0.000,0.000,1.000,12.000,126.000,7329.000,247179.105,81.000,90.000,97.000
636383.890,851020.180,470.570,33.000,2.000,2.000,0.000,0.000,1.000,7.000,126.000,7329.000,247179.279,63.000,72.000,76.000
636485.200,851334.810,419.550,110.000,1.000,1.000,0.000,0.000,1.000,13.000,126.000,7329.000,247179.449,191.000,135.000,168.000
636456.860,851143.860,415.780,143.000,1.000,1.000,1.000,0.000,1.000,8.000,124.000,7329.000,247179.637,164.000,114.000,147.000
636321.920,850549.250,430.640,147.000,1.000,1.000,1.000,0.000,2.000,-4.000,126.000,7329.000,247179.845,128.000,102.000,135.000
636428.740,850894.390,438.320,21.000,1.000,1.000,0.000,0.000,1.000,3.000,125.000,7329.000,247180.027,64.000,65.000,72.000
636531.560,851215.120,419.000,169.000,1.000,1.000,1.000,0.000,2.000,9.000,126.000,7329.000,247180.212,176.000,138.000,166.000
636583.230,851325.980,419.910,124.000,1.000,1.000,1.000,0.000,1.000,12.000,124.000,7329.000,247180.404,190.000,136.000,168.000
636490.980,850854.130,446.390,0.000,2.000,3.000,0.000,0.000,1.000,2.000,124.000,7329.000,247180.602,100.000,90.000,106.000
636577.100,851020.570,426.510,168.000,1.000,1.000,1.000,0.000,2.000,4.000,126.000,7329.000,247180.805,84.000,86.000,102.000
636608.070,850979.820,431.860,35.000,1.000,1.000,0.000,0.000,1.000,2.000,124.000,7329.000,247181.003,136.000,110.000,134.000
636736.190,851316.670,434.610,117.000,1.000,1.000,1.000,0.000,1.000,7.000,124.000,7329.000,247181.209,114.000,96.000,112.000
636725.460,851141.990,430.250,4.000,1.000,1.000,1.000,0.000,1.000,3.000,124.000,7329.000,247181.419,83.000,82.000,95.000
636768.180,851182.350,418.670,32.000,1.000,1.000,0.000,0.000,1.000,4.000,124.000,7329.000,247181.634,138.000,122.000,138.000
636798.750,851176.570,446.950,5.000,1.000,2.000,0.000,0.000,1.000,5.000,124.000,7329.000,247181.864,66.000,72.000,82.000
